Date,Low,Close,High
2018-11-14 15:41:00.000,1505.0350341797,1505.0350341797,1505.7900390625
2018-11-14 15:42:00.000,1504.8120117188,1505.9949951172,1505.9949951172
2018-11-14 15:43:00.000,1506.0679931641,1506.3850097656,1506.5539550781
2018-11-14 15:44:00.000,1506.4339599609,1506.95703125,1507.0720214844
2018-11-14 15:45:00.000,1506.4110107422,1506.4699707031,1507.1629638672
2018-11-14 15:46:00.000,1506.0190429688,1507.0209960938,1507.0209960938
2018-11-14 15:47:00.000,1506.9000244141,1506.9420166016,1507.1929931641
2018-11-14 15:48:00.000,1506.6259765625,1506.6259765625,1507.0489501953
2018-11-14 15:49:00.000,1506.4050292969,1506.4050292969,1506.9050292969
2018-11-14 15:50:00.000,1505.9539794922,1505.9539794922,1506.5649414063
2018-11-14 15:51:00.000,1504.8790283203,1504.9010009766,1505.9649658203
2018-11-14 15:52:00.000,1504.2320556641,1504.2320556641,1505.0190429688
2018-11-14 15:53:00.000,1504.0729980469,1504.0729980469,1504.4959716797
2018-11-14 15:54:00.000,1504.0899658203,1504.1839599609,1504.3990478516
2018-11-14 15:55:00.000,1504.2390136719,1504.4959716797,1504.4959716797
2018-11-14 15:56:00.000,1503.6929931641,1503.7230224609,1504.5389404297
2018-11-14 15:57:00.000,1503.5930175781,1503.7159423828,1504.0710449219
2018-11-14 15:58:00.000,1503.7540283203,1503.8050537109,1504.0980224609
2018-11-14 15:59:00.000,1503.5789794922,1503.8260498047,1503.8260498047
2018-11-14 16:00:00.000,1502.9360351563,1502.9360351563,1503.8270263672
2018-11-14 16:01:00.000,1502.4919433594,1502.4919433594,1503.3210449219
2018-11-14 16:02:00.000,1502.0059814453,1502.3699951172,1502.3699951172
2018-11-14 16:03:00.000,1501.7760009766,1501.7760009766,1502.4890136719
2018-11-14 16:04:00.000,1501.1059570313,1501.1059570313,1502.0310058594
2018-11-14 16:05:00.000,1501.083984375,1501.6540527344,1501.6540527344
2018-11-14 16:06:00.000,1501.4510498047,1501.4510498047,1501.6970214844
2018-11-14 16:07:00.000,1500.8439941406,1500.8439941406,1501.6789550781
2018-11-14 16:08:00.000,1500.2249755859,1500.2249755859,1500.9129638672
2018-11-14 16:09:00.000,1500.2349853516,1500.9759521484,1501.1300048828
2018-11-14 16:10:00.000,1501.0489501953,1501.1109619141,1501.4119873047
2018-11-14 16:11:00.000,1501.1860351563,1501.4749755859,1501.5439453125
2018-11-14 16:12:00.000,1501.3079833984,1501.3079833984,1501.7340087891
2018-11-14 16:13:00.000,1501.5939941406,1501.9799804688,1502.1989746094
2018-11-14 16:14:00.000,1501.7290039063,1501.7290039063,1502.16796875
2018-11-14 16:15:00.000,1501.4890136719,1501.6750488281,1501.9909667969
2018-11-14 16:16:00.000,1501.8699951172,1502.7939453125,1502.8070068359
2018-11-14 16:17:00.000,1502.8449707031,1502.8709716797,1502.9659423828
2018-11-14 16:18:00.000,1502.6130371094,1502.9110107422,1503.0479736328
2018-11-14 16:19:00.000,1502.08203125,1502.08203125,1502.7220458984
2018-11-14 16:20:00.000,1501.6779785156,1501.8039550781,1502.1099853516
2018-11-14 16:21:00.000,1501.9489746094,1502.0720214844,1502.2729492188
2018-11-14 16:22:00.000,1501.3859863281,1501.3859863281,1502.0679931641
2018-11-14 16:23:00.000,1501.2330322266,1501.6259765625,1501.7950439453
2018-11-14 16:24:00.000,1500.7199707031,1500.7199707031,1501.79296875
2018-11-14 16:25:00.000,1500.6770019531,1500.6770019531,1500.6770019531
2018-11-14 16:29:00.000,1500.6879882813,1501.9300537109,1501.9300537109
2018-11-15 08:00:00.000,1503.001953125,1506.1330566406,1507.2280273438
2018-11-15 08:01:00.000,1505.0899658203,1505.0899658203,1506.4289550781
2018-11-15 08:02:00.000,1504.5450439453,1506.0119628906,1506.0119628906
2018-11-15 08:03:00.000,1505.166015625,1505.4820556641,1506.2860107422
2018-11-15 08:04:00.000,1505.3740234375,1505.6839599609,1506.0250244141
2018-11-15 08:05:00.000,1505.3669433594,1505.9749755859,1506.2619628906
2018-11-15 08:06:00.000,1504.6789550781,1504.6789550781,1505.6810302734
2018-11-15 08:07:00.000,1505.0129394531,1505.8530273438,1506.0529785156
