Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value
2010-04-13,1046.5,1048.1,1037.56,2649984672578.0,0.0
2010-04-12,1048.27,1049.54,1044.96,2654464988573.0,0.0
2010-04-09,1044.58,1044.68,1040.83,2645117361846.0,0.0
2010-04-08,1036.73,1040.2,1028.47,2625241483240.0,0.0
2010-04-07,1042.78,1046.58,1040.93,2640548223806.0,0.0
2010-04-06,1046.0,1046.25,1036.95,2648724754263.0,0.0
2010-04-01,1036.93,1037.04,1025.69,2631235098474.0,0.0
2010-03-31,1021.08,1024.68,1016.26,2591028746137.0,0.0
2010-03-30,1022.79,0.0,0.0,2595354085554.0,0.0
2010-03-29,1026.7,1034.15,1024.3,2605293305288.0,0.0
2010-03-26,1027.42,1029.73,1022.38,2607121536545.0,0.0
2010-03-25,1033.34,1036.3,1024.92,2622133358660.0,0.0
2010-03-24,1027.08,1033.13,1017.52,2606248754157.0,0.0
2010-03-23,1030.13,1030.17,1021.9,2613988179738.0,0.0
2010-03-22,1021.42,1027.37,1011.83,2591894812375.0,0.0
2010-03-19,1020.26,1027.73,1017.14,2588942486510.0,0.0
2010-03-18,1018.19,1023.98,1016.49,2583689331559.0,0.0
2010-03-17,1025.58,1028.53,1023.03,2602440125782.0,0.0
2010-03-16,1020.05,1021.75,1011.83,2588416229022.0,0.0
2010-03-15,1013.51,1019.35,1012.64,2571825324852.0,0.0
2010-03-12,1018.15,1022.48,1009.1,2583599988734.0,0.0
2010-03-11,1008.93,1013.2,1005.48,2560188473964.0,0.0
2010-03-10,1013.04,1013.28,996.43,2570625163951.0,0.0
2010-03-09,1000.5,1005.97,994.93,2538812592441.0,0.0
2010-03-08,1003.39,1005.74,998.52,2546148530532.0,0.0
2010-03-05,998.07,999.65,983.41,2532644871122.0,0.0
2010-03-04,984.33,986.42,974.99,2497783110259.0,0.0
2010-03-03,981.19,981.57,970.15,2489791626399.0,0.0
2010-03-02,971.67,972.99,961.57,2465649918553.0,0.0
2010-03-01,966.38,967.47,953.54,2452231936937.0,0.0
2010-02-26,947.39,948.92,939.29,2404027366378.0,0.0
2010-02-25,940.51,950.72,935.88,2386583142881.0,0.0
2010-02-24,944.31,946.03,936.25,2396215140700.0,0.0
2010-02-23,942.05,958.6,941.26,2390494578402.0,0.0
2010-02-22,954.1,959.11,951.48,2421067573619.0,0.0
2010-02-19,957.27,957.45,938.66,2429098860079.0,0.0
2010-02-18,946.97,947.25,940.87,2402965648385.0,0.0
2010-02-17,943.69,945.27,938.56,2394653617704.0,0.0
2010-02-16,934.31,934.31,922.75,2370840768198.0,0.0
2010-02-12,931.35,951.96,924.93,2363324685827.0,0.0
2010-02-11,943.66,949.91,935.28,2394567618160.0,0.0
2010-02-10,937.05,950.59,931.39,2377797505329.0,0.0
2010-02-09,944.8,951.89,934.84,2397461077923.0,0.0
2010-02-08,938.42,940.43,920.29,2381264185782.0,0.0
2010-02-05,935.89,951.48,934.38,2374864855472.0,0.0
2010-02-04,948.62,975.25,948.21,2407160053564.0,0.0
2010-02-03,970.0,974.95,966.08,2461415452396.0,0.0
2010-02-02,971.8,972.75,963.73,2465987704741.0,0.0
2010-02-01,967.77,967.77,947.45,2455749232646.0,0.0
2010-01-29,953.71,957.1,937.93,2420078721130.0,0.0
2010-01-28,937.22,965.09,935.46,2378229301492.0,0.0
2010-01-27,946.7,954.02,934.66,2402285979637.0,0.0
2010-01-26,942.94,945.84,935.66,2392742901051.0,0.0
2010-01-25,947.56,956.18,940.21,2404477836122.0,0.0
2010-01-22,951.06,957.57,943.61,2413352291802.0,0.0
2010-01-21,954.02,968.06,951.49,2420849710636.0,0.0
2010-01-20,957.53,976.79,957.16,2429773905686.0,0.0
2010-01-19,976.0,977.83,960.65,2476636497586.0,0.0
2010-01-15,970.65,986.0,968.5,2463048983548.0,0.0
2010-01-14,981.5,984.65,975.61,2490596484050.0,0.0
2010-01-13,974.96,974.96,964.35,2473992982446.0,0.0
2010-01-12,969.55,981.08,967.49,2460268288271.0,0.0
2010-01-11,978.18,985.69,973.15,2482160370470.0,0.0
2010-01-08,973.44,974.9,965.7,2470143737086.0,0.0
2010-01-07,965.82,970.26,962.27,2450805262056.0,0.0
2010-01-06,,0.0,0.0,,0.0
2010-01-05,967.27,968.68,961.46,2454487159998.0,0.0
2010-01-04,963.56,964.73,951.72,2445067411907.0,0.0
2009-12-30,951.72,968.24,951.54,2390845168126.0,0.0
2009-12-29,965.8,969.17,963.89,2426208511143.0,0.0
2009-12-28,965.05,969.42,961.37,2424329329321.0,0.0
2009-12-23,961.54,967.01,960.28,2415530194257.0,0.0
2009-12-22,961.88,963.22,948.56,2416381532214.0,0.0
2009-12-21,948.38,949.76,935.91,2382448255709.0,0.0
2009-12-18,936.03,950.19,935.81,2351442008834.0,0.0
2009-12-17,946.58,959.18,946.48,2377941378069.0,0.0
2009-12-16,959.6,960.18,949.37,2410636484340.0,0.0
2009-12-15,949.07,957.82,942.62,2384199330184.0,0.0
2009-12-14,956.25,960.58,950.49,2402238655000.0,0.0
2009-12-11,949.84,956.85,947.81,2386113330184.0,0.0
2009-12-10,947.33,952.53,943.74,2379810077473.0,0.0
2009-12-09,944.95,956.05,941.22,2373836173485.0,0.0
2009-12-08,953.48,973.27,948.55,2395259430714.0,0.0
2009-12-07,966.14,971.85,959.84,2427073325367.0,0.0
2009-12-04,966.97,973.58,949.14,2429150586071.0,0.0
2009-12-03,954.64,965.82,954.64,2398187959664.0,0.0
2009-12-02,957.1,957.89,945.69,2404368716125.0,0.0
2009-12-01,953.88,954.97,937.39,2396268812848.0,0.0
2009-11-30,936.19,957.98,936.19,2351837401546.0,0.0
2009-11-27,952.53,953.57,926.63,2392887360601.0,0.0
2009-11-25,971.42,974.48,963.18,2440329287640.0,0.0
2009-11-24,965.54,976.16,965.54,2425575330145.0,0.0
2009-11-23,975.47,976.6,951.69,2450518149165.0,0.0
2009-11-20,951.57,959.25,947.39,2390481922961.0,0.0
2009-11-19,951.44,965.92,949.21,2390138544028.0,0.0
2009-11-18,965.88,972.35,964.7,2426410682164.0,0.0
2009-11-17,964.52,974.65,963.76,2423015785995.0,0.0
2009-11-16,975.01,975.52,967.34,2449361961499.0,0.0
2009-11-13,967.44,971.53,962.36,2430338712671.0,0.0
2009-11-12,970.36,976.86,963.32,2437669040436.0,0.0
2009-11-11,964.55,968.14,958.46,2423070156438.0,0.0
2009-11-10,957.98,961.72,953.57,2406581951835.0,0.0
2009-11-09,960.46,961.11,941.54,2412812827549.0,0.0
2009-11-06,941.48,950.18,934.24,2365113461182.0,0.0
2009-11-05,944.22,950.26,926.82,2372018482274.0,0.0
2009-11-04,937.42,938.39,919.33,2354924715044.0,0.0
2009-11-03,919.27,931.17,916.79,2309338035046.0,0.0
2009-11-02,932.06,942.34,923.59,2341470501220.0,0.0
2009-10-30,944.67,949.49,938.99,2373150171067.0,0.0
2009-10-29,939.82,939.87,915.65,2360952220162.0,0.0
2009-10-28,924.27,936.41,916.15,2321894611537.0,0.0
2009-10-27,929.54,926.34,918.22,2335122141566.0,0.0
2009-10-26,918.24,940.12,929.09,2306731673298.0,0.0
2009-10-23,932.29,942.87,930.23,2342039200362.0,0.0
2009-10-22,927.47,933.62,920.33,2329936283456.0,0.0
2009-10-21,940.22,946.09,926.31,2361952164763.0,0.0
2009-10-20,942.67,950.89,938.18,2368113105948.0,0.0
2009-10-19,941.67,945.51,927.4,2365589109755.0,0.0
2009-10-16,927.76,938.63,927.12,2330657954419.0,0.0
2009-10-15,927.05,935.98,926.13,2328884586841.0,0.0
2009-10-14,928.59,929.54,903.2,2332740664935.0,0.0
2009-10-13,903.03,912.93,900.59,2268526070278.0,0.0
2009-10-12,910.79,915.04,899.64,2288032962955.0,0.0
2009-10-09,899.7,903.97,892.93,2260164759283.0,0.0
2009-10-08,895.35,897.16,886.03,2249250273584.0,0.0
2009-10-07,885.43,895.57,882.78,2224326835156.0,0.0
2009-10-06,891.88,894.68,876.66,2240524029431.0,0.0
2009-10-05,876.43,881.83,865.69,2201697684340.0,0.0
2009-10-02,867.84,877.61,859.88,2180123091834.0,0.0
2009-10-01,878.33,902.51,877.01,2206491092970.0,0.0
2009-09-30,896.76,912.33,892.54,2252770199392.0,0.0
2009-09-29,902.82,917.64,902.22,2267995470746.0,0.0
2009-09-28,913.55,917.23,889.37,2294951071599.0,0.0
2009-09-25,899.87,907.64,895.76,2260593581939.0,0.0
2009-09-24,901.87,922.75,900.07,2265624179498.0,0.0
2009-09-23,922.99,928.94,920.15,2318676648883.0,0.0
2009-09-22,922.24,923.73,912.93,2316779278256.0,0.0
2009-09-21,913.05,920.26,910.5,2293713978050.0,0.0
2009-09-18,920.23,923.47,909.23,2311731085282.0,0.0
2009-09-17,923.82,929.59,918.95,2320771983774.0,0.0
2009-09-16,918.44,925.27,913.55,2307238972938.0,0.0
2009-09-15,913.07,919.99,909.27,2283699533011.0,0.0
2009-09-14,914.31,917.22,901.16,2286802413055.0,0.0
2009-09-11,918.19,921.15,913.4,2296501814370.0,0.0
2009-09-10,916.53,926.68,909.54,2292354443133.0,0.0
2009-09-09,921.48,921.75,901.0,2304740075167.0,0.0
2009-09-08,905.68,908.86,900.67,2265223750662.0,0.0
2009-09-04,891.39,893.48,879.16,2229476109013.0,0.0
2009-09-03,879.28,888.19,871.84,2199202341699.0,0.0
2009-09-02,873.35,889.3,867.88,2184365961585.0,0.0
2009-09-01,888.5,911.18,884.76,2222258413044.0,0.0
2009-08-31,904.84,919.67,901.72,2263130998860.0,0.0
2009-08-28,919.91,923.28,902.31,2300822375589.0,0.0
2009-08-27,901.95,909.18,894.9,2255898140720.0,0.0
2009-08-26,902.79,921.41,901.6,2258001017342.0,0.0
2009-08-25,916.06,921.03,908.97,2291189838666.0,0.0
2009-08-24,921.63,925.03,912.4,2305124591056.0,0.0
2009-08-21,913.84,917.18,884.08,2285637563357.0,0.0
2009-08-20,886.46,889.07,869.72,2217137389213.0,0.0
2009-08-19,869.23,872.74,857.37,2174067125642.0,0.0
2009-08-18,873.1,876.58,858.63,2183741418043.0,0.0
2009-08-17,858.15,876.74,853.26,2146335806779.0,0.0
2009-08-14,876.74,894.29,871.08,2192845290290.0,0.0
2009-08-13,888.87,898.16,876.95,2223181528149.0,0.0
2009-08-12,876.71,877.41,859.27,2192767748853.0,0.0
2009-08-11,864.03,890.8,861.74,2161041902792.0,0.0
2009-08-10,883.14,892.19,880.5,2208835294208.0,0.0
2009-08-07,892.19,893.96,864.08,2231481416694.0,0.0
2009-08-06,873.88,884.51,869.27,2185697401282.0,0.0
2009-08-05,874.46,888.57,871.88,2187124171589.0,0.0
2009-08-04,879.45,894.54,876.86,2199608793773.0,0.0
2009-08-03,895.14,896.81,877.5,2238855395591.0,0.0
2009-07-31,882.05,884.12,871.08,2206112511713.0,0.0
2009-07-30,879.2,880.29,857.46,2198986431516.0,0.0
2009-07-29,858.05,859.51,851.4,2146102718797.0,0.0
2009-07-28,852.51,862.88,849.18,2132224230290.0,0.0
2009-07-27,854.62,877.4,849.93,2137512870612.0,0.0
2009-07-24,870.98,874.42,859.88,2178435362572.0,0.0
2009-07-23,871.89,874.48,848.57,2180719307516.0,0.0
2009-07-22,852.9,853.38,841.71,2133214100468.0,0.0
2009-07-21,852.26,854.26,842.86,2131618591491.0,0.0
2009-07-20,843.48,852.31,838.26,2109649502468.0,0.0
2009-07-17,842.15,844.13,824.06,2106333468236.0,0.0
2009-07-16,823.33,827.77,819.88,2059261310841.0,0.0
2009-07-15,820.93,820.93,794.35,2053250800631.0,0.0
2009-07-14,794.3,795.86,786.59,1986644624254.0,0.0
2009-07-13,785.99,789.76,766.71,1965855715373.0,0.0
2009-07-10,774.12,779.28,770.24,1936180711744.0,0.0
2009-07-09,777.98,787.84,774.74,1945816827555.0,0.0
2009-07-08,777.48,786.07,777.0,1944569515317.0,0.0
2009-07-07,784.56,793.4,782.15,1962294759160.0,0.0
2009-07-06,783.34,790.45,774.82,1959226769652.0,0.0
2009-07-02,792.45,812.98,791.03,1982028416694.0,0.0
2009-07-01,813.7,814.73,795.8,2035170547987.0,0.0
2009-06-30,795.8,805.64,793.05,1953701167681.0,0.0
2009-06-29,804.33,806.44,784.96,1974645501520.0,0.0
2009-06-26,786.82,792.07,779.36,1931661676672.0,0.0
2009-06-25,779.12,784.64,769.52,1912756702543.0,0.0
2009-06-24,783.48,783.48,754.54,1923460572547.0,0.0
2009-06-23,753.94,761.82,749.07,1850934701395.0,0.0
2009-06-22,754.52,780.41,752.3,1852360098042.0,0.0
2009-06-18,778.09,780.4,767.83,1910242434007.0,0.0
2009-06-17,773.99,788.73,768.2,1900168680590.0,0.0
2009-06-16,789.22,795.96,779.02,1937556803769.0,0.0
2009-06-15,784.49,799.89,782.92,1925948353917.0,0.0
2009-06-12,799.65,810.03,797.58,1963166000245.0,0.0
2009-06-11,805.85,808.43,786.06,1978373721563.0,0.0
2009-06-10,787.11,793.22,769.55,1932378998790.0,0.0
2009-06-09,769.67,774.18,760.43,1889561789641.0,0.0
2009-06-08,770.32,771.77,755.53,1891151643970.0,0.0
2009-06-05,770.48,782.59,769.54,1891550150118.0,0.0
2009-06-04,768.57,0.0,0.0,1886865105889.0,0.0
2009-06-03,770.61,0.0,0.0,1891869086083.0,0.0
2009-06-02,795.25,0.0,0.0,1952365627085.0,0.0
2009-06-01,801.57,0.0,0.0,1967875195527.0,0.0
2009-05-29,776.5,0.0,0.0,1906330171951.0,0.0
2009-05-28,771.82,0.0,0.0,1894843536613.0,0.0
2009-05-27,773.68,0.0,0.0,1899414676382.0,0.0
2009-05-26,773.7,0.0,0.0,1896922091076.0,0.0
2009-05-22,769.4,0.0,0.0,1886390084618.0,0.0
2009-05-20,783.72,0.0,0.0,1921479774243.0,0.0
2009-05-19,789.19,0.0,0.0,1934895424810.0,0.0
2009-05-18,779.89,0.0,0.0,1912089728236.0,0.0
2009-05-15,764.77,0.0,0.0,1875030434080.0,0.0
2009-05-14,757.66,0.0,0.0,1857596350753.0,0.0
2009-05-13,748.1,0.0,0.0,1834158271688.0,0.0
2009-05-12,769.34,0.0,0.0,1886230381752.0,0.0
2009-05-11,783.39,0.0,0.0,1921278003844.0,0.0
2009-05-08,802.03,0.0,0.0,1967011305723.0,0.0
2009-05-07,792.47,0.0,0.0,1943555117605.0,0.0
2009-05-06,799.42,0.0,0.0,1960593925926.0,0.0
2009-05-05,783.03,0.0,0.0,1920399142938.0,0.0
2009-05-04,779.5,0.0,0.0,1911745903339.0,0.0
2009-04-30,763.89,0.0,0.0,1873458111081.0,0.0
2009-04-29,768.8,0.0,0.0,1885495953562.0,0.0
2009-04-28,751.28,0.0,0.0,1842539905974.0,0.0
2009-04-27,782.65,0.0,0.0,1919480339968.0,0.0
2009-04-24,779.16,0.0,0.0,1910915397492.0,0.0
2009-04-23,772.79,0.0,0.0,1895293089649.0,0.0
2009-04-22,768.11,0.0,0.0,1883815325722.0,0.0
2009-04-21,741.44,0.0,0.0,1818416385530.0,0.0
2009-04-20,731.1,0.0,0.0,1793038303050.0,0.0
2009-04-17,767.75,0.0,0.0,1882927125110.0,0.0
2009-04-16,745.55,0.0,0.0,1828485376543.0,0.0
2009-04-15,729.63,0.0,0.0,1789437192770.0,0.0
2009-04-14,744.16,0.0,0.0,1825077212437.0,0.0
2009-04-09,717.66,0.0,0.0,1760081099636.0,0.0
2009-04-08,707.32,0.0,0.0,1734719833769.0,0.0
2009-04-07,702.18,0.0,0.0,1722112671612.0,0.0
2009-04-06,709.57,0.0,0.0,1740238850832.0,0.0
2009-04-03,711.16,0.0,0.0,1744140000308.0,0.0
2009-04-02,713.8,0.0,0.0,1750623164698.0,0.0
2009-04-01,679.51,0.0,0.0,1666520858449.0,0.0
2009-03-31,653.05,0.0,0.0,1601615197254.0,0.0
2009-03-30,633.09,0.0,0.0,1552667039202.0,0.0
2009-03-27,655.59,0.0,0.0,1607847573321.0,0.0
2009-03-26,667.03,0.0,0.0,1635905811793.0,0.0
2009-03-25,665.76,0.0,0.0,1632807549868.0,0.0
2009-03-24,654.12,0.0,0.0,1604243533803.0,0.0
2009-03-23,667.98,0.0,0.0,1638247855746.0,0.0
2009-03-20,661.59,0.0,0.0,1622567145744.0,0.0
2009-03-19,679.58,0.0,0.0,1666685624960.0,0.0
2009-03-18,662.76,0.0,0.0,1625439565874.0,0.0
2009-03-17,664.05,0.0,0.0,1628595410042.0,0.0
2009-03-16,675.89,0.0,0.0,1657632087799.0,0.0
2009-03-13,659.31,0.0,0.0,1616972600872.0,0.0
2009-03-12,667.65,0.0,0.0,1604562361682.0,0.0
2009-03-11,666.58,0.0,0.0,1601999755574.0,0.0
2009-03-10,650.61,0.0,0.0,1563600241587.0,0.0
2009-03-06,607.45,0.0,0.0,1445297492408.0,0.0
2009-03-05,608.98,0.0,0.0,1448942538101.0,0.0
2009-03-04,630.23,0.0,0.0,1499489514241.0,0.0
2009-03-03,604.31,0.0,0.0,1437818762008.0,0.0
2009-03-02,619.27,0.0,0.0,1473412172712.0,0.0
2009-02-27,640.39,0.0,0.0,1523657984363.0,0.0
2009-02-26,643.94,0.0,0.0,1532106202633.0,0.0
2009-02-25,617.4,0.0,0.0,1468975611750.0,0.0
2009-02-24,617.95,0.0,0.0,1470268847402.0,0.0
2009-02-23,619.13,0.0,0.0,1473078987644.0,0.0
2009-02-20,636.14,0.0,0.0,1513566208416.0,0.0
2009-02-19,662.45,0.0,0.0,1576149895162.0,0.0
2009-02-18,653.24,0.0,0.0,1554252901253.0,0.0
2009-02-17,647.84,0.0,0.0,1541388483476.0,0.0
2009-02-13,677.7,0.0,0.0,1612440411778.0,0.0
2009-02-12,672.86,0.0,0.0,1600932019450.0,0.0
2009-02-11,676.35,0.0,0.0,1609238190100.0,0.0
2009-02-10,676.48,0.0,0.0,1609527145801.0,0.0
2009-02-09,688.42,0.0,0.0,1637943687128.0,0.0
2009-02-06,670.54,0.0,0.0,1595394454815.0,0.0
2009-02-05,643.2,0.0,0.0,1530353607818.0,0.0
2009-02-04,644.71,0.0,0.0,1533959532471.0,0.0
2009-02-03,622.74,0.0,0.0,1481668291457.0,0.0
2009-02-02,602.08,0.0,0.0,1432517169887.0,0.0
2009-01-30,617.38,0.0,0.0,1468911723164.0,0.0
2009-01-29,616.1,0.0,0.0,1465879587468.0,0.0
2009-01-28,639.29,0.0,0.0,1521063720624.0,0.0
2009-01-27,624.05,0.0,0.0,1484792511551.0,0.0
2009-01-26,623.25,0.0,0.0,1482896105641.0,0.0
2009-01-23,604.12,0.0,0.0,1437375764268.0,0.0
2009-01-22,608.73,0.0,0.0,1448352115726.0,0.0
2009-01-21,615.11,0.0,0.0,1463519069811.0,0.0
2009-01-20,597.76,0.0,0.0,1422233852147.0,0.0
2009-01-16,628.69,0.0,0.0,1495820320615.0,0.0
2009-01-15,620.32,0.0,0.0,1475913464556.0,0.0
2009-01-14,622.59,0.0,0.0,1481318479764.0,0.0
2009-01-13,656.62,0.0,0.0,1562284221238.0,0.0
2009-01-12,667.97,0.0,0.0,1589280377469.0,0.0
2009-01-09,685.83,0.0,0.0,1631788624605.0,0.0
2009-01-08,695.95,0.0,0.0,1655853319798.0,0.0
2009-01-07,701.41,0.0,0.0,1668842158530.0,0.0
2009-01-05,693.76,0.0,0.0,1650644116731.0,0.0
2009-01-02,693.78,0.0,0.0,1650706884692.0,0.0
2008-12-30,662.33,0.0,0.0,1588987716770.0,0.0
2008-12-29,657.27,0.0,0.0,1576828948450.0,0.0
2008-12-23,659.18,0.0,0.0,1581418894591.0,0.0
2008-12-22,655.63,0.0,0.0,1572901166288.0,0.0
2008-12-19,663.98,0.0,0.0,1592942282342.0,0.0
2008-12-18,672.26,0.0,0.0,1612793140610.0,0.0
2008-12-17,664.34,0.0,0.0,1593804094905.0,0.0
2008-12-16,667.0,0.0,0.0,1600170045766.0,0.0
2008-12-15,651.18,0.0,0.0,1562235674917.0,0.0
2008-12-12,659.8,0.0,0.0,1582913278108.0,0.0
2008-12-10,688.33,0.0,0.0,1651342359406.0,0.0
2008-12-09,685.42,0.0,0.0,1644371875501.0,0.0
2008-12-08,666.65,0.0,0.0,1599350141699.0,0.0
2008-12-05,608.64,0.0,0.0,1460175911388.0,0.0
2008-12-04,640.39,0.0,0.0,1540339349769.0,0.0
2008-12-03,643.66,0.0,0.0,1548212013354.0,0.0
2008-12-02,636.64,0.0,0.0,1531328236445.0,0.0
2008-12-01,607.09,0.0,0.0,1460253439057.0,0.0
2008-11-28,641.74,0.0,0.0,1543600469012.0,0.0
2008-11-26,628.86,0.0,0.0,1513335722054.0,0.0
2008-11-25,634.02,0.0,0.0,1525761188359.0,0.0
2008-11-24,626.46,0.0,0.0,1507563972943.0,0.0
2008-11-20,587.71,0.0,0.0,1414319861844.0,0.0
2008-11-19,594.12,0.0,0.0,1429741257776.0,0.0
2008-11-18,627.37,0.0,0.0,1509748135357.0,0.0
2008-11-17,631.92,0.0,0.0,1520700590217.0,0.0
