770.48,782.59,769.54,0.0
770.32,771.77,755.53,0.0
769.67,774.18,760.43,0.0
787.11,793.22,769.55,0.0
805.85,808.43,786.06,0.0
799.65,810.03,797.58,0.0
784.49,799.89,782.92,0.0
789.22,795.96,779.02,0.0
773.99,788.73,768.2,0.0
778.09,780.4,767.83,0.0
754.52,780.41,752.3,0.0
753.94,761.82,749.07,0.0
783.48,783.48,754.54,0.0
779.12,784.64,769.52,0.0
786.82,792.07,779.36,0.0
804.33,806.44,784.96,0.0
795.8,805.64,793.05,0.0
813.7,814.73,795.8,0.0
792.45,812.98,791.03,0.0
783.34,790.45,774.82,0.0
784.56,793.4,782.15,0.0
777.48,786.07,777.0,0.0
777.98,787.84,774.74,0.0
774.12,779.28,770.24,0.0
785.99,789.76,766.71,0.0
794.3,795.86,786.59,0.0
820.93,820.93,794.35,0.0
823.33,827.77,819.88,0.0
842.15,844.13,824.06,0.0
843.48,852.31,838.26,0.0
852.26,854.26,842.86,0.0
852.9,853.38,841.71,0.0
871.89,874.48,848.57,0.0
870.98,874.42,859.88,0.0
854.62,877.4,849.93,0.0
852.51,862.88,849.18,0.0
858.05,859.51,851.4,0.0
879.2,880.29,857.46,0.0
882.05,884.12,871.08,0.0
895.14,896.81,877.5,0.0
879.45,894.54,876.86,0.0
874.46,888.57,871.88,0.0
873.88,884.51,869.27,0.0
892.19,893.96,864.08,0.0
883.14,892.19,880.5,0.0
864.03,890.8,861.74,0.0
876.71,877.41,859.27,0.0
888.87,898.16,876.95,0.0
876.74,894.29,871.08,0.0
858.15,876.74,853.26,0.0
873.1,876.58,858.63,0.0
869.23,872.74,857.37,0.0
886.46,889.07,869.72,0.0
913.84,917.18,884.08,0.0
921.63,925.03,912.4,0.0
916.06,921.03,908.97,0.0
902.79,921.41,901.6,0.0
901.95,909.18,894.9,0.0
919.91,923.28,902.31,0.0
904.84,919.67,901.72,0.0
888.5,911.18,884.76,0.0
873.35,889.3,867.88,0.0
879.28,888.19,871.84,0.0
891.39,893.48,879.16,0.0
905.68,908.86,900.67,0.0
921.48,921.75,901.0,0.0
916.53,926.68,909.54,0.0
918.19,921.15,913.4,0.0
914.31,917.22,901.16,0.0
913.07,919.99,909.27,0.0
918.44,925.27,913.55,0.0
923.82,929.59,918.95,0.0
920.23,923.47,909.23,0.0
913.05,920.26,910.5,0.0
922.24,923.73,912.93,0.0
922.99,928.94,920.15,0.0
901.87,922.75,900.07,0.0
899.87,907.64,895.76,0.0
913.55,917.23,889.37,0.0
902.82,917.64,902.22,0.0
896.76,912.33,892.54,0.0
878.33,902.51,877.01,0.0
867.84,877.61,859.88,0.0
876.43,881.83,865.69,0.0
891.88,894.68,876.66,0.0
885.43,895.57,882.78,0.0
895.35,897.16,886.03,0.0
899.7,903.97,892.93,0.0
910.79,915.04,899.64,0.0
903.03,912.93,900.59,0.0
928.59,929.54,903.2,0.0
927.05,935.98,926.13,0.0
927.76,938.63,927.12,0.0
941.67,945.51,927.4,0.0
942.67,950.89,938.18,0.0
940.22,946.09,926.31,0.0
927.47,933.62,920.33,0.0
932.29,942.87,930.23,0.0
918.24,940.12,929.09,0.0
929.54,926.34,918.22,0.0
924.27,936.41,916.15,0.0
939.82,939.87,915.65,0.0
944.67,949.49,938.99,0.0
932.06,942.34,923.59,0.0
919.27,931.17,916.79,0.0
937.42,938.39,919.33,0.0
944.22,950.26,926.82,0.0
941.48,950.18,934.24,0.0
960.46,961.11,941.54,0.0
957.98,961.72,953.57,0.0
964.55,968.14,958.46,0.0
970.36,976.86,963.32,0.0
967.44,971.53,962.36,0.0
975.01,975.52,967.34,0.0
964.52,974.65,963.76,0.0
965.88,972.35,964.7,0.0
951.44,965.92,949.21,0.0
951.57,959.25,947.39,0.0
975.47,976.6,951.69,0.0
965.54,976.16,965.54,0.0
971.42,974.48,963.18,0.0
952.53,953.57,926.63,0.0
936.19,957.98,936.19,0.0
953.88,954.97,937.39,0.0
957.1,957.89,945.69,0.0
954.64,965.82,954.64,0.0
966.97,973.58,949.14,0.0
966.14,971.85,959.84,0.0
953.48,973.27,948.55,0.0
944.95,956.05,941.22,0.0
947.33,952.53,943.74,0.0
949.84,956.85,947.81,0.0
956.25,960.58,950.49,0.0
949.07,957.82,942.62,0.0
959.6,960.18,949.37,0.0
946.58,959.18,946.48,0.0
936.03,950.19,935.81,0.0
948.38,949.76,935.91,0.0
961.88,963.22,948.56,0.0
961.54,967.01,960.28,0.0
965.05,969.42,961.37,0.0
965.8,969.17,963.89,0.0
951.72,968.24,951.54,0.0
