Date,Low,Close,High
2001/01/02 24:00:00,6289.81982421875,6289.81982421875,6439.22998046875
2001/01/03 24:00:00,6172.43994140625,6434.9599609375,6467.81982421875
2001/01/04 24:00:00,6356.919921875,6376.5400390625,6556.93994140625
2001/01/05 24:00:00,6344.16015625,6382.31005859375,6485.33984375
2001/01/08 24:00:00,6337.9501953125,6392.169921875,6426.64013671875
2001/01/09 24:00:00,6354.97021484375,6404.52001953125,6462.5
2001/01/10 24:00:00,6293.490234375,6320.06982421875,6413.56005859375
2001/01/11 24:00:00,6320.93994140625,6465.2099609375,6477.66015625
2001/01/12 24:00:00,6467.1201171875,6490.02978515625,6552.52001953125
2001/01/15 24:00:00,6481.169921875,6522.8701171875,6553.75
2001/01/16 24:00:00,6452.6201171875,6502.89013671875,6539.64013671875
2001/01/17 24:00:00,6540.0400390625,6653.3798828125,6668.669921875
2001/01/18 24:00:00,6587.509765625,6635.759765625,6661.1201171875
2001/01/19 24:00:00,6632.81005859375,6651.52978515625,6737.18017578125
2001/01/22 24:00:00,6594.18994140625,6675.0,6688.830078125
2001/01/23 24:00:00,6601.8798828125,6722.41015625,6722.41015625
2001/01/24 24:00:00,6690.72021484375,6706.669921875,6759.009765625
2001/01/25 24:00:00,6677.81005859375,6727.490234375,6775.259765625
2001/01/26 24:00:00,6650.33984375,6695.2001953125,6713.39990234375
2001/01/29 24:00:00,6659.97998046875,6750.9599609375,6750.9599609375
2001/01/30 24:00:00,6706.16015625,6739.2998046875,6792.81005859375
2001/01/31 24:00:00,6720.56982421875,6795.14013671875,6795.14013671875
2001/02/01 24:00:00,6704.68017578125,6704.68017578125,6788.56982421875
2001/02/02 24:00:00,6624.18994140625,6638.2001953125,6750.990234375
2001/02/05 24:00:00,6592.2099609375,6628.06982421875,6635.7998046875
2001/02/06 24:00:00,6620.02978515625,6693.02978515625,6693.4501953125
2001/02/07 24:00:00,6578.9599609375,6578.9599609375,6691.35986328125
2001/02/08 24:00:00,6580.240234375,6636.81005859375,6662.77001953125
2001/02/09 24:00:00,6497.06982421875,6497.06982421875,6637.1298828125
2001/02/12 24:00:00,6498.93017578125,6564.91015625,6572.3701171875
2001/02/13 24:00:00,6545.02001953125,6557.93017578125,6603.169921875
2001/02/14 24:00:00,6444.16015625,6479.8701171875,6556.08984375
2001/02/15 24:00:00,6480.33984375,6591.669921875,6591.669921875
2001/02/16 24:00:00,6439.259765625,6439.259765625,6587.4599609375
2001/02/19 24:00:00,6441.259765625,6472.2099609375,6493.60986328125
2001/02/20 24:00:00,6425.64990234375,6451.56982421875,6530.1298828125
2001/02/21 24:00:00,6312.14013671875,6347.990234375,6453.759765625
2001/02/22 24:00:00,6216.52001953125,6277.990234375,6363.5498046875
2001/02/23 24:00:00,6071.35009765625,6075.33984375,6312.10009765625
2001/02/26 24:00:00,6079.97021484375,6189.06982421875,6209.1298828125
2001/02/27 24:00:00,6162.509765625,6220.47998046875,6254.81982421875
2001/02/28 24:00:00,6170.0,6208.240234375,6284.81005859375
2001/03/01 24:00:00,6094.759765625,6123.3798828125,6212.66015625
2001/03/02 24:00:00,6052.009765625,6159.02001953125,6183.91015625
2001/03/05 24:00:00,6134.02001953125,6216.3798828125,6218.7900390625
2001/03/06 24:00:00,6218.1201171875,6284.06005859375,6310.18017578125
2001/03/07 24:00:00,6249.7001953125,6305.64013671875,6342.5400390625
2001/03/08 24:00:00,6245.72021484375,6267.06005859375,6339.919921875
2001/03/09 24:00:00,6193.330078125,6204.419921875,6264.22021484375
2001/03/12 24:00:00,6043.33984375,6046.56005859375,6202.3701171875
2001/03/13 24:00:00,5935.06982421875,5962.93017578125,6038.85009765625
2001/03/14 24:00:00,5663.5400390625,5794.1201171875,6025.93017578125
2001/03/15 24:00:00,5767.06005859375,5889.9501953125,5889.9501953125
2001/03/16 24:00:00,5728.8798828125,5734.490234375,5907.06982421875
2001/03/19 24:00:00,5650.2998046875,5657.2900390625,5805.7099609375
2001/03/20 24:00:00,5663.66015625,5782.16015625,5788.990234375
2001/03/21 24:00:00,5600.89013671875,5622.08984375,5780.60009765625
2001/03/22 24:00:00,5351.47998046875,5388.02001953125,5621.06005859375
2001/03/23 24:00:00,5396.6298828125,5544.669921875,5574.990234375
2001/03/26 24:00:00,5557.81982421875,5726.97021484375,5756.58984375
2001/03/27 24:00:00,5689.18017578125,5938.2099609375,5938.2099609375
2001/03/28 24:00:00,5775.43994140625,5817.52001953125,5938.2099609375
2001/03/29 24:00:00,5713.56005859375,5879.2998046875,5879.2998046875
2001/03/30 24:00:00,5805.27001953125,5829.9501953125,5944.25
2001/04/02 24:00:00,5702.93017578125,5760.759765625,5912.259765625
2001/04/03 24:00:00,5511.759765625,5553.4599609375,5747.0498046875
2001/04/04 24:00:00,5383.990234375,5597.66015625,5632.1298828125
2001/04/05 24:00:00,5615.080078125,5773.33984375,5781.7099609375
2001/04/06 24:00:00,5651.830078125,5698.8798828125,5839.10986328125
2001/04/09 24:00:00,5657.8701171875,5781.009765625,5809.8798828125
2001/04/10 24:00:00,5787.240234375,5913.83984375,5917.77978515625
2001/04/11 24:00:00,5879.22998046875,5951.16015625,6019.259765625
2001/04/12 24:00:00,5910.4599609375,6002.2998046875,6013.3798828125
2001/04/17 24:00:00,5827.6201171875,5935.580078125,6004.31982421875
2001/04/18 24:00:00,5941.240234375,6164.8798828125,6188.77001953125
2001/04/19 24:00:00,6107.43017578125,6181.91015625,6224.2998046875
2001/04/20 24:00:00,6100.8701171875,6127.97021484375,6198.169921875
2001/04/23 24:00:00,6032.740234375,6051.47998046875,6119.35009765625
2001/04/24 24:00:00,6042.68994140625,6124.56982421875,6164.02001953125
2001/04/25 24:00:00,6060.66015625,6115.18994140625,6140.83984375
2001/04/26 24:00:00,6058.4599609375,6123.66015625,6164.6298828125
2001/04/27 24:00:00,6075.0498046875,6175.240234375,6186.68017578125
2001/04/30 24:00:00,6176.72998046875,6264.509765625,6271.2001953125
